natural_language_query,sql_query
"Add a new movie: 'The Next Big Thing 67', released in 1990, directed by director ID 5, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 67', 1990, 5, 'Warner Bros.');"
Delete the movie with ID 130.,DELETE FROM Movies WHERE movie_id = 130;
Add a review for movie ID 332 from user ID 3443 with a rating of 7.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (332, 3443, 7, 'A compelling story! 1993');"
Add a review for movie ID 623 from user ID 1544 with a rating of 6.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (623, 1544, 6, 'A compelling story! 2013');"
"Add a new movie: 'The Next Big Thing 60', released in 2024, directed by director ID 1, and produced by 'Searchlight Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 60', 2024, 1, 'Searchlight Pictures');"
"Add a new movie: 'The Next Big Thing 30', released in 2021, directed by director ID 1, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 30', 2021, 1, 'Warner Bros.');"
Delete the movie with ID 307.,DELETE FROM Movies WHERE movie_id = 307;
Add a review for movie ID 839 from user ID 2773 with a rating of 8.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (839, 2773, 8, 'A compelling story! 1998');"
Add a review for movie ID 274 from user ID 950 with a rating of 3.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (274, 950, 3, 'A compelling story! 1982');"
"Add a new movie: 'The Next Big Thing 56', released in 1992, directed by director ID 4, and produced by 'Universal Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 56', 1992, 4, 'Universal Pictures');"
Add a review for movie ID 219 from user ID 4462 with a rating of 8.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (219, 4462, 8, 'A compelling story! 2020');"
Delete the movie with ID 839.,DELETE FROM Movies WHERE movie_id = 839;
Delete the movie with ID 989.,DELETE FROM Movies WHERE movie_id = 989;
Add a review for movie ID 429 from user ID 4292 with a rating of 5.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (429, 4292, 5, 'A compelling story! 2001');"
Add a review for movie ID 702 from user ID 3789 with a rating of 2.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (702, 3789, 2, 'A compelling story! 1987');"
Add a review for movie ID 90 from user ID 175 with a rating of 5.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (90, 175, 5, 'A compelling story! 2019');"
"Add a new movie: 'The Next Big Thing 30', released in 1984, directed by director ID 7, and produced by 'Miramax'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 30', 1984, 7, 'Miramax');"
Add a review for movie ID 55 from user ID 2686 with a rating of 4.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (55, 2686, 4, 'A compelling story! 2019');"
"Add a new movie: 'The Next Big Thing 36', released in 1989, directed by director ID 7, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 36', 1989, 7, 'Warner Bros.');"
"Add a new movie: 'The Next Big Thing 57', released in 2024, directed by director ID 4, and produced by 'Neon'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 57', 2024, 4, 'Neon');"
Delete the movie with ID 143.,DELETE FROM Movies WHERE movie_id = 143;
"Add a new movie: 'The Next Big Thing 49', released in 2018, directed by director ID 1, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 49', 2018, 1, 'Warner Bros.');"
"Add a new movie: 'The Next Big Thing 75', released in 2021, directed by director ID 5, and produced by 'Netflix'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 75', 2021, 5, 'Netflix');"
"Add a new movie: 'The Next Big Thing 39', released in 1997, directed by director ID 1, and produced by 'Searchlight Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 39', 1997, 1, 'Searchlight Pictures');"
"Add a new movie: 'The Next Big Thing 22', released in 1996, directed by director ID 6, and produced by 'A24'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 22', 1996, 6, 'A24');"
Delete the movie with ID 849.,DELETE FROM Movies WHERE movie_id = 849;
"Add a new movie: 'The Next Big Thing 36', released in 1989, directed by director ID 5, and produced by 'Universal Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 36', 1989, 5, 'Universal Pictures');"
Delete the movie with ID 48.,DELETE FROM Movies WHERE movie_id = 48;
"Add a new movie: 'The Next Big Thing 37', released in 2018, directed by director ID 5, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 37', 2018, 5, 'Warner Bros.');"
Delete the movie with ID 326.,DELETE FROM Movies WHERE movie_id = 326;
"Add a new movie: 'The Next Big Thing 40', released in 1983, directed by director ID 6, and produced by 'Universal Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 40', 1983, 6, 'Universal Pictures');"
Add a review for movie ID 322 from user ID 2114 with a rating of 10.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (322, 2114, 10, 'A compelling story! 2008');"
Add a review for movie ID 242 from user ID 1655 with a rating of 9.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (242, 1655, 9, 'A compelling story! 1995');"
"Add a new movie: 'The Next Big Thing 97', released in 2004, directed by director ID 4, and produced by 'Universal Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 97', 2004, 4, 'Universal Pictures');"
"Add a new movie: 'The Next Big Thing 66', released in 2024, directed by director ID 6, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 66', 2024, 6, 'Warner Bros.');"
Delete the movie with ID 24.,DELETE FROM Movies WHERE movie_id = 24;
"Add a new movie: 'The Next Big Thing 37', released in 1997, directed by director ID 4, and produced by 'Neon'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 37', 1997, 4, 'Neon');"
"Add a new movie: 'The Next Big Thing 17', released in 1995, directed by director ID 1, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 17', 1995, 1, 'Warner Bros.');"
"Add a new movie: 'The Next Big Thing 15', released in 1982, directed by director ID 7, and produced by 'Neon'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 15', 1982, 7, 'Neon');"
Add a review for movie ID 168 from user ID 3460 with a rating of 10.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (168, 3460, 10, 'A compelling story! 1984');"
Add a review for movie ID 800 from user ID 3109 with a rating of 4.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (800, 3109, 4, 'A compelling story! 2014');"
"Add a new movie: 'The Next Big Thing 47', released in 2021, directed by director ID 6, and produced by 'Netflix'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 47', 2021, 6, 'Netflix');"
Add a review for movie ID 631 from user ID 710 with a rating of 3.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (631, 710, 3, 'A compelling story! 2009');"
"Add a new movie: 'The Next Big Thing 9', released in 1989, directed by director ID 6, and produced by 'Searchlight Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 9', 1989, 6, 'Searchlight Pictures');"
Delete the movie with ID 801.,DELETE FROM Movies WHERE movie_id = 801;
"Add a new movie: 'The Next Big Thing 12', released in 2014, directed by director ID 6, and produced by 'A24'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 12', 2014, 6, 'A24');"
Delete the movie with ID 77.,DELETE FROM Movies WHERE movie_id = 77;
"Add a new movie: 'The Next Big Thing 1', released in 2007, directed by director ID 6, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 1', 2007, 6, 'Warner Bros.');"
"Add a new movie: 'The Next Big Thing 16', released in 1992, directed by director ID 5, and produced by 'Neon'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 16', 1992, 5, 'Neon');"
Delete the movie with ID 859.,DELETE FROM Movies WHERE movie_id = 859;
Delete the movie with ID 445.,DELETE FROM Movies WHERE movie_id = 445;
"Add a new movie: 'The Next Big Thing 81', released in 2007, directed by director ID 7, and produced by 'Neon'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 81', 2007, 7, 'Neon');"
"Add a new movie: 'The Next Big Thing 64', released in 2000, directed by director ID 2, and produced by 'Searchlight Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 64', 2000, 2, 'Searchlight Pictures');"
Add a review for movie ID 74 from user ID 3891 with a rating of 9.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (74, 3891, 9, 'A compelling story! 1988');"
Add a review for movie ID 396 from user ID 591 with a rating of 7.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (396, 591, 7, 'A compelling story! 2013');"
"Add a new movie: 'The Next Big Thing 35', released in 1994, directed by director ID 1, and produced by 'Netflix'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 35', 1994, 1, 'Netflix');"
"Add a new movie: 'The Next Big Thing 26', released in 2008, directed by director ID 3, and produced by 'Universal Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 26', 2008, 3, 'Universal Pictures');"
Add a review for movie ID 650 from user ID 822 with a rating of 8.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (650, 822, 8, 'A compelling story! 2012');"
"Add a new movie: 'The Next Big Thing 38', released in 2020, directed by director ID 7, and produced by 'Netflix'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 38', 2020, 7, 'Netflix');"
Delete the movie with ID 454.,DELETE FROM Movies WHERE movie_id = 454;
Add a review for movie ID 17 from user ID 736 with a rating of 5.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (17, 736, 5, 'A compelling story! 1995');"
Add a review for movie ID 975 from user ID 4219 with a rating of 2.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (975, 4219, 2, 'A compelling story! 1988');"
Add a review for movie ID 538 from user ID 1610 with a rating of 6.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (538, 1610, 6, 'A compelling story! 2014');"
Add a review for movie ID 9 from user ID 851 with a rating of 5.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (9, 851, 5, 'A compelling story! 1983');"
Delete the movie with ID 498.,DELETE FROM Movies WHERE movie_id = 498;
Add a review for movie ID 410 from user ID 2220 with a rating of 6.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (410, 2220, 6, 'A compelling story! 1994');"
"Add a new movie: 'The Next Big Thing 53', released in 1992, directed by director ID 6, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 53', 1992, 6, 'Warner Bros.');"
Delete the movie with ID 360.,DELETE FROM Movies WHERE movie_id = 360;
Add a review for movie ID 454 from user ID 304 with a rating of 4.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (454, 304, 4, 'A compelling story! 2001');"
Add a review for movie ID 333 from user ID 4967 with a rating of 9.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (333, 4967, 9, 'A compelling story! 2023');"
"Add a new movie: 'The Next Big Thing 36', released in 2016, directed by director ID 5, and produced by 'Netflix'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 36', 2016, 5, 'Netflix');"
Delete the movie with ID 865.,DELETE FROM Movies WHERE movie_id = 865;
Add a review for movie ID 406 from user ID 4192 with a rating of 10.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (406, 4192, 10, 'A compelling story! 2007');"
Delete the movie with ID 397.,DELETE FROM Movies WHERE movie_id = 397;
Add a review for movie ID 359 from user ID 686 with a rating of 8.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (359, 686, 8, 'A compelling story! 1985');"
Add a review for movie ID 67 from user ID 2733 with a rating of 2.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (67, 2733, 2, 'A compelling story! 1995');"
Delete the movie with ID 907.,DELETE FROM Movies WHERE movie_id = 907;
Add a review for movie ID 867 from user ID 2666 with a rating of 2.,"INSERT INTO Reviews (movie_id, user_id, rating, review_text) VALUES (867, 2666, 2, 'A compelling story! 1986');"
Delete the movie with ID 114.,DELETE FROM Movies WHERE movie_id = 114;
Delete the movie with ID 887.,DELETE FROM Movies WHERE movie_id = 887;
"Add a new movie: 'The Next Big Thing 17', released in 2015, directed by director ID 7, and produced by 'Netflix'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 17', 2015, 7, 'Netflix');"
Delete the movie with ID 316.,DELETE FROM Movies WHERE movie_id = 316;
Delete the movie with ID 677.,DELETE FROM Movies WHERE movie_id = 677;
"Add a new movie: 'The Next Big Thing 55', released in 1997, directed by director ID 2, and produced by 'Universal Pictures'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 55', 1997, 2, 'Universal Pictures');"
Delete the movie with ID 93.,DELETE FROM Movies WHERE movie_id = 93;
"Add a new movie: 'The Next Big Thing 26', released in 2013, directed by director ID 6, and produced by 'Warner Bros.'.","INSERT INTO Movies (title, release_year, director_id, studio) VALUES ('The Next Big Thing 26', 2013, 6, 'Warner Bros.');"
